"","X1","Date","Block","IUCR","Description","Arrest","Domestic","Beat","District","Ward","Year","Latitude","Longitude","date.only","hr","day.of.week","street.type","Primary.Type","Community.Area","FBI.Code","Location.Description"
"9342",9381,2018-03-18 14:15:00,"005XX W 81ST PL","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0622","006","21",2018,41.746200959,-87.636794975,2018-03-18,"14","Sunday","PL","BATTERY","44","08B","APARTMENT"
"9343",9382,2018-08-16 19:00:00,"031XX S RIDGEWAY AVE","0610","FORCIBLE ENTRY","No","No","1031","010","22",2018,41.836069243,-87.7182253,2018-08-16,"19","Thursday","AVE","BURGLARY","30","05","RESIDENCE-GARAGE"
"9344",9383,2018-11-08 04:17:00,"047XX N KEDZIE AVE","1310","TO PROPERTY","No","No","1713","017","33",2018,41.967531293,-87.70844608,2018-11-08,"4","Thursday","AVE","CRIMINAL DAMAGE","14","14","RESTAURANT"
"9345",9384,2018-05-01 04:09:00,"054XX S CORNELL AVE","2826","HARASSMENT BY ELECTRONIC MEANS","No","No","0234","002","5",2018,41.795837911,-87.585429397,2018-05-01,"4","Tuesday","AVE","OTHER OFFENSE","41","26","RESIDENCE"
"9346",9385,2018-02-20 02:00:00,"063XX S ARTESIAN AVE","0261","AGGRAVATED: HANDGUN","No","No","0825","008","15",2018,41.778637176,-87.684842846,2018-02-20,"2","Tuesday","AVE","CRIM SEXUAL ASSAULT","66","02","APARTMENT"
"9347",9386,2018-08-03 02:30:00,"001XX W WACKER DR","0810","OVER $500","No","No","0122","001","42",2018,41.886815622,-87.631523712,2018-08-03,"2","Friday","DR","THEFT","32","06","APARTMENT"
"9348",9387,2018-06-25 16:00:00,"067XX S BENNETT AVE","5002","OTHER VEHICLE OFFENSE","Yes","No","0332","003","5",2018,41.772965767,-87.578938791,2018-06-25,"16","Monday","AVE","OTHER OFFENSE","43","26","STREET"
"9349",9388,2018-08-02 04:39:00,"024XX W MONTROSE AVE","0610","FORCIBLE ENTRY","No","No","1911","019","47",2018,41.9613028,-87.690215099,2018-08-02,"4","Thursday","AVE","BURGLARY","5","05","GROCERY FOOD STORE"
"9350",9389,2018-11-18 01:00:00,"039XX W 65TH ST","5000","OTHER CRIME AGAINST PERSON","No","Yes","0823","008","13",2018,41.775039561,-87.720876463,2018-11-18,"1","Sunday","ST","OTHER OFFENSE","65","26","RESIDENCE"
"9351",9390,2018-08-02 09:14:00,"038XX S DR MARTIN LUTHER KING JR DR","0860","RETAIL THEFT","Yes","No","0212","002","4",2018,41.824675709,-87.617013434,2018-08-02,"9","Thursday","DR","THEFT","35","06","GROCERY FOOD STORE"
"9352",9391,2018-11-12 23:00:00,"039XX W 67TH PL","0820","$500 AND UNDER","No","No","0833","008","13",2018,41.770491393,-87.720714442,2018-11-12,"23","Monday","PL","THEFT","65","06","VEHICLE NON-COMMERCIAL"
"9353",9392,2018-01-12 15:09:00,"047XX W SUPERIOR ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1111","011","28",2018,41.894081814,-87.744205657,2018-01-12,"15","Friday","ST","BATTERY","25","08B","RESIDENCE"
"9354",9393,2018-10-16 02:19:00,"076XX N BOSWORTH AVE","0470","RECKLESS CONDUCT","Yes","Yes","2422","024","49",2018,42.02013558,-87.669488562,2018-10-16,"2","Tuesday","AVE","PUBLIC PEACE VIOLATION","1","24","APARTMENT"
"9355",9394,2018-03-19 01:47:00,"072XX N RIDGE BLVD","0320","STRONGARM - NO WEAPON","No","No","2424","024","49",2018,42.013214787,-87.683400035,2018-03-19,"1","Monday","BLVD","ROBBERY","1","03","RESIDENTIAL YARD (FRONT/BACK)"
"9356",9395,2018-10-27 12:00:00,"017XX W 77TH ST","1320","TO VEHICLE","No","No","0611","006","17",2018,41.753943838,-87.667547639,2018-10-27,"12","Saturday","ST","CRIMINAL DAMAGE","71","14","STREET"
"9357",9396,2018-07-11 17:28:00,"001XX S GREEN ST","2826","HARASSMENT BY ELECTRONIC MEANS","No","No","1232","012","27",2018,41.880010708,-87.648475072,2018-07-11,"17","Wednesday","ST","OTHER OFFENSE","28","26","OTHER"
"9358",9397,2018-08-28 19:00:00,"071XX S EGGLESTON AVE","0820","$500 AND UNDER","No","No","0732","007","6",2018,41.764565666,-87.63586328,2018-08-28,"19","Tuesday","AVE","THEFT","68","06","STREET"
"9359",9398,2018-04-02 11:00:00,"003XX S KEDZIE AVE","5002","OTHER VEHICLE OFFENSE","No","No","1134","011","28",2018,41.87575902,-87.705966447,2018-04-02,"11","Monday","AVE","OTHER OFFENSE","27","26","OTHER"
"9360",9399,2018-05-30 18:30:00,"075XX S STONY ISLAND AVE","0860","RETAIL THEFT","No","No","0411","004","5",2018,41.75752383,-87.586108987,2018-05-30,"18","Wednesday","AVE","THEFT","43","06","CONVENIENCE STORE"
"9361",9400,2018-02-15 13:20:00,"079XX S JEFFERY BLVD","0870","POCKET-PICKING","No","No","0414","004","8",2018,41.751151039,-87.575969317,2018-02-15,"13","Thursday","BLVD","THEFT","46","06","CTA BUS"
"9362",9401,2018-04-11 10:00:00,"026XX S CALUMET AVE","0560","SIMPLE","No","No","0133","001","4",2018,41.845085249,-87.618848403,2018-04-11,"10","Wednesday","AVE","ASSAULT","35","08A","SCHOOL, PRIVATE, BUILDING"
"9363",9402,2018-05-14 17:54:00,"011XX N RIDGEWAY AVE","031A","ARMED: HANDGUN","No","No","1112","011","27",2018,41.902155918,-87.720195834,2018-05-14,"17","Monday","AVE","ROBBERY","23","03","STREET"
"9364",9403,2018-01-18 22:00:00,"020XX E 75TH ST","0820","$500 AND UNDER","No","No","0333","003","5",2018,41.758880838,-87.575834454,2018-01-18,"22","Thursday","ST","THEFT","43","06","STREET"
"9365",9404,2018-02-23 11:36:00,"021XX W MONROE ST","0484","PRO EMP HANDS NO/MIN INJURY","No","No","1223","012","2",2018,41.879955866,-87.680040875,2018-02-23,"11","Friday","ST","BATTERY","28","08B","SCHOOL, PUBLIC, BUILDING"
"9366",9405,2018-12-26 14:41:00,"090XX S EXCHANGE AVE","0520","AGGRAVATED:KNIFE/CUTTING INSTR","Yes","No","0423","004","10",2018,41.731244306,-87.55266464,2018-12-26,"14","Wednesday","AVE","ASSAULT","46","04A","SIDEWALK"
"9367",9406,2018-08-19 09:00:00,"045XX S STATE ST","0890","FROM BUILDING","No","No","0215","002","3",2018,41.812558849,-87.626168624,2018-08-19,"9","Sunday","ST","THEFT","38","06","MEDICAL/DENTAL OFFICE"
"9368",9407,2018-05-17 20:50:00,"009XX N LOREL AVE","0560","SIMPLE","No","Yes","1524","015","37",2018,41.897314624,-87.759397203,2018-05-17,"20","Thursday","AVE","ASSAULT","25","08A","RESIDENCE"
"9369",9408,2018-10-02 23:36:00,"043XX W BARRY AVE","1320","TO VEHICLE","No","Yes","2523","025","31",2018,41.937166524,-87.736285805,2018-10-02,"23","Tuesday","AVE","CRIMINAL DAMAGE","20","14","STREET"
"9370",9409,2018-02-04 10:00:00,"010XX S STATE ST","1154","FINANCIAL IDENTITY THEFT $300 AND UNDER","No","No","0123","001","4",2018,NA,NA,2018-02-04,"10","Sunday","ST","DECEPTIVE PRACTICE","32","11","APARTMENT"
"9371",9410,2018-01-13 08:17:00,"113XX S HERMOSA AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2212","022","19",2018,41.688082148,-87.668842225,2018-01-13,"8","Saturday","AVE","BATTERY","75","08B","RESIDENCE"
"9372",9411,2018-03-20 13:00:00,"123XX S LAFAYETTE AVE","0560","SIMPLE","No","No","0523","005","9",2018,41.670267394,-87.62364708,2018-03-20,"13","Tuesday","AVE","ASSAULT","53","08A","SIDEWALK"
"9373",9412,2018-04-14 09:15:00,"019XX N NARRAGANSETT AVE","5000","OTHER CRIME AGAINST PERSON","No","Yes","2513","025","36",2018,41.91504769,-87.785192203,2018-04-14,"9","Saturday","AVE","OTHER OFFENSE","25","26","WAREHOUSE"
"9374",9413,2018-02-05 21:00:00,"061XX S ARTESIAN AVE","1710","ENDANGERING LIFE/HEALTH CHILD","No","No","0825","008","15",2018,41.78189515,-87.684931014,2018-02-05,"21","Monday","AVE","OFFENSE INVOLVING CHILDREN","66","20","APARTMENT"
"9375",9414,2018-08-19 22:07:00,"109XX S MICHIGAN AVE","0320","STRONGARM - NO WEAPON","Yes","No","0513","005","9",2018,41.695799448,-87.620785048,2018-08-19,"22","Sunday","AVE","ROBBERY","49","03","CTA BUS STOP"
"9376",9415,2018-01-22 23:40:00,"054XX W IOWA ST","0560","SIMPLE","No","Yes","1524","015","37",2018,41.896698672,-87.762451348,2018-01-22,"23","Monday","ST","ASSAULT","25","08A","RESIDENCE"
"9377",9416,2018-01-31 17:00:00,"029XX N WISNER AVE","2820","TELEPHONE THREAT","No","Yes","1412","014","35",2018,41.934115755,-87.713649348,2018-01-31,"17","Wednesday","AVE","OTHER OFFENSE","21","26","APARTMENT"
"9378",9417,2018-09-11 09:59:00,"079XX S HARVARD AVE","0460","SIMPLE","No","No","0623","006","17",2018,41.749825471,-87.633065488,2018-09-11,"9","Tuesday","AVE","BATTERY","44","08B","APARTMENT"
"9379",9418,2018-07-20 22:00:00,"036XX W DIVISION ST","0810","OVER $500","No","Yes","1112","011","27",2018,41.902740661,-87.718184568,2018-07-20,"22","Friday","ST","THEFT","23","06","OTHER"
"9380",9419,2018-10-11 08:50:00,"0000X N KILBOURN AVE","0497","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","No","Yes","1113","011","28",2018,41.88096768,-87.737940272,2018-10-11,"8","Thursday","AVE","BATTERY","26","04B","SIDEWALK"
"9381",9420,2018-11-29 00:01:00,"021XX W 95TH ST","1150","CREDIT CARD FRAUD","No","No","2213","022","19",2018,41.721022249,-87.676466374,2018-11-29,"0","Thursday","ST","DECEPTIVE PRACTICE","72","11","OTHER"
"9382",9421,2018-01-04 21:00:00,"035XX W LAWRENCE AVE","5011","LICENSE VIOLATION","No","No","1723","017","33",2018,41.968359446,-87.717476444,2018-01-04,"21","Thursday","AVE","OTHER OFFENSE","14","26","SMALL RETAIL STORE"
"9383",9422,2018-03-27 04:00:00,"013XX N WESTERN AVE","0610","FORCIBLE ENTRY","No","No","1424","014","1",2018,41.905390963,-87.687091979,2018-03-27,"4","Tuesday","AVE","BURGLARY","24","05","APARTMENT"
"9384",9423,2018-07-13 11:50:00,"029XX W POPE JOHN PAUL II DR","1375","INSTITUTIONAL VANDALISM","No","No","0922","009","14",2018,41.815497551,-87.697449935,2018-07-13,"11","Friday","DR","CRIMINAL DAMAGE","58","14","CHURCH/SYNAGOGUE/PLACE OF WORSHIP"
"9385",9424,2018-01-31 18:47:00,"021XX S MILLARD AVE","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","1014","010","24",2018,41.852491274,-87.71624374,2018-01-31,"18","Wednesday","AVE","WEAPONS VIOLATION","29","15","VEHICLE NON-COMMERCIAL"
"9386",9425,2018-05-02 11:00:00,"010XX N HAMLIN AVE","0810","OVER $500","No","Yes","1112","011","27",2018,41.899593359,-87.721329659,2018-05-02,"11","Wednesday","AVE","THEFT","23","06","RESIDENCE"
"9387",9426,2018-10-11 07:30:00,"040XX W MELROSE ST","1320","TO VEHICLE","No","No","1731","017","31",2018,41.939987476,-87.728401207,2018-10-11,"7","Thursday","ST","CRIMINAL DAMAGE","16","14","STREET"
"9388",9427,2018-11-15 00:01:00,"019XX N ALBANY AVE","2825","HARASSMENT BY TELEPHONE","No","No","1421","014","1",2018,NA,NA,2018-11-15,"0","Thursday","AVE","OTHER OFFENSE","22","26","RESIDENCE"
"9389",9428,2018-01-22 22:30:00,"049XX N BROADWAY","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","2033","020","48",2018,41.972115911,-87.659753303,2018-01-22,"22","Monday","BROADWAY","WEAPONS VIOLATION","3","15","VEHICLE NON-COMMERCIAL"
"9390",9429,2018-05-19 02:14:00,"007XX S CICERO AVE","0460","SIMPLE","No","No","1533","015","24",2018,41.871530533,-87.744926805,2018-05-19,"2","Saturday","AVE","BATTERY","25","08B","CTA TRAIN"
"9391",9430,2018-07-04 22:45:00,"072XX S PHILLIPS AVE","1310","TO PROPERTY","No","Yes","0334","003","7",2018,41.763583691,-87.56536932,2018-07-04,"22","Wednesday","AVE","CRIMINAL DAMAGE","43","14","APARTMENT"
"9392",9431,2018-03-03 23:00:00,"036XX N SACRAMENTO AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1733","017","33",2018,41.947108943,-87.702936832,2018-03-03,"23","Saturday","AVE","BATTERY","16","08B","RESIDENCE"
"9393",9432,2018-07-21 02:40:00,"051XX W WASHINGTON BLVD","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1533","015","28",2018,41.881713034,-87.75327943,2018-07-21,"2","Saturday","BLVD","BATTERY","25","08B","APARTMENT"
"9394",9433,2018-12-25 22:55:00,"010XX N MONITOR AVE","0498","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY","Yes","No","1511","015","29",2018,41.899049054,-87.77162072,2018-12-25,"22","Tuesday","AVE","BATTERY","25","04B","APARTMENT"
"9395",9434,2018-12-18 09:30:00,"003XX E 68TH ST","0610","FORCIBLE ENTRY","No","No","0322","003","20",2018,41.771132196,-87.616597682,2018-12-18,"9","Tuesday","ST","BURGLARY","69","05","RESIDENCE"
"9396",9435,2018-11-28 09:00:00,"063XX W NORTH AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2513","025","29",2018,41.909152931,-87.784588706,2018-11-28,"9","Wednesday","AVE","BATTERY","25","08B","STREET"
"9397",9436,2018-09-16 16:39:00,"006XX N CICERO AVE","1310","TO PROPERTY","No","No","1532","015","28",2018,41.891603117,-87.745686519,2018-09-16,"16","Sunday","AVE","CRIMINAL DAMAGE","25","14","CONVENIENCE STORE"
"9398",9437,2018-12-25 11:00:00,"002XX N WESTSHORE DR","2820","TELEPHONE THREAT","No","Yes","0114","001","42",2018,41.886208132,-87.616256697,2018-12-25,"11","Tuesday","DR","OTHER OFFENSE","32","26","OTHER"
"9399",9438,2018-01-27 10:40:00,"0000X S BAGGAGE LN","0560","SIMPLE","No","Yes","0813","008","23",2018,41.788756815,-87.740473716,2018-01-27,"10","Saturday","LN","ASSAULT","56","08A","AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA"
"9400",9439,2018-12-05 09:00:00,"003XX E 76TH ST","0910","AUTOMOBILE","No","No","0623","006","6",2018,41.756564855,-87.616059767,2018-12-05,"9","Wednesday","ST","MOTOR VEHICLE THEFT","69","07","STREET"
"9401",9440,2018-01-20 18:50:00,"014XX N CLARK ST","0326","AGGRAVATED VEHICULAR HIJACKING","No","No","1824","018","42",2018,41.908838539,-87.631594807,2018-01-20,"18","Saturday","ST","ROBBERY","8","03","STREET"
"9402",9441,2018-05-01 08:40:00,"070XX N RAVENSWOOD AVE","0820","$500 AND UNDER","No","No","2424","024","49",2018,42.009269306,-87.675326876,2018-05-01,"8","Tuesday","AVE","THEFT","1","06","OTHER RAILROAD PROP / TRAIN DEPOT"
"9403",9442,2018-09-20 11:30:00,"047XX S SPRINGFIELD AVE","0620","UNLAWFUL ENTRY","No","No","0821","008","14",2018,41.806940334,-87.721089897,2018-09-20,"11","Thursday","AVE","BURGLARY","57","05","RESIDENCE"
"9404",9443,2018-08-02 19:27:00,"046XX S ASHLAND AVE","0330","AGGRAVATED","No","No","0924","009","3",2018,41.809934604,-87.665009423,2018-08-02,"19","Thursday","AVE","ROBBERY","61","03","DEPARTMENT STORE"
"9405",9444,2018-07-28 16:20:00,"070XX S ASHLAND AVE","0430","AGGRAVATED: OTHER DANG WEAPON","Yes","No","0734","007","17",2018,41.765958707,-87.66382384,2018-07-28,"16","Saturday","AVE","BATTERY","67","04B","RESIDENCE PORCH/HALLWAY"
"9406",9445,2018-11-28 12:00:00,"045XX N CLARENDON AVE","0820","$500 AND UNDER","No","No","1914","019","46",2018,41.96491786,-87.650000625,2018-11-28,"12","Wednesday","AVE","THEFT","3","06","RESIDENCE"
"9407",9446,2018-11-12 21:09:00,"082XX S PAULINA ST","0110","FIRST DEGREE MURDER","No","No","0614","006","21",2018,41.74410856,-87.665710826,2018-11-12,"21","Monday","ST","HOMICIDE","71","01A","STREET"
"9408",9447,2018-06-09 11:30:00,"046XX S WASHTENAW AVE","0460","SIMPLE","No","No","0922","009","12",2018,41.809154221,-87.691786864,2018-06-09,"11","Saturday","AVE","BATTERY","58","08B","SIDEWALK"
"9409",9448,2018-05-27 22:15:00,"072XX S STONY ISLAND AVE","0320","STRONGARM - NO WEAPON","No","No","0324","003","5",2018,41.762640174,-87.585837037,2018-05-27,"22","Sunday","AVE","ROBBERY","43","03","STREET"
"9410",9449,2018-09-20 18:00:00,"015XX N CLYBOURN AVE","0460","SIMPLE","No","No","1822","018","27",2018,41.909868301,-87.648064168,2018-09-20,"18","Thursday","AVE","BATTERY","8","08B","OTHER"
"9411",9450,2018-01-22 20:29:00,"079XX S COTTAGE GROVE AVE","0484","PRO EMP HANDS NO/MIN INJURY","No","No","0624","006","6",2018,41.750774838,-87.605225397,2018-01-22,"20","Monday","AVE","BATTERY","44","08B","CTA BUS"
"9412",9451,2018-12-21 16:15:00,"012XX N CLARK ST","0810","OVER $500","No","No","1821","018","2",2018,41.904370109,-87.631460067,2018-12-21,"16","Friday","ST","THEFT","8","06","STREET"
"9413",9452,2018-12-16 17:00:00,"009XX S MASON AVE","0820","$500 AND UNDER","No","No","1513","015","29",2018,41.869835314,-87.773058775,2018-12-16,"17","Sunday","AVE","THEFT","25","06","STREET"
"9414",9453,2018-05-20 16:59:00,"128XX S PARNELL AVE","0820","$500 AND UNDER","No","No","0523","005","9",2018,41.660261631,-87.63531753,2018-05-20,"16","Sunday","AVE","THEFT","53","06","RESIDENCE PORCH/HALLWAY"
"9415",9454,2018-05-06 10:30:00,"048XX W NORTH AVE","0890","FROM BUILDING","No","No","2533","025","37",2018,41.909616287,-87.746755729,2018-05-06,"10","Sunday","AVE","THEFT","25","06","OTHER"
"9416",9455,2018-06-18 00:00:00,"040XX N SHERIDAN RD","1581","NON-CONSENSUAL DISSEMINATION PRIVATE SEXUAL IMAGES","No","Yes","1915","019","46",2018,NA,NA,2018-06-18,"0","Monday","RD","SEX OFFENSE","3","17","RESIDENCE"
"9417",9456,2018-03-02 17:00:00,"046XX W 63RD ST","1563","CRIMINAL SEXUAL ABUSE","No","No","0813","008","13",2018,41.778466209,-87.738977336,2018-03-02,"17","Friday","ST","SEX OFFENSE","64","17","SMALL RETAIL STORE"
"9418",9457,2018-04-18 11:00:00,"052XX S MICHIGAN AVE","1320","TO VEHICLE","No","No","0225","002","3",2018,41.799858243,-87.622596769,2018-04-18,"11","Wednesday","AVE","CRIMINAL DAMAGE","40","14","STREET"
"9419",9458,2018-04-09 01:30:00,"047XX S TRIPP AVE","1310","TO PROPERTY","No","No","0815","008","23",2018,41.807057162,-87.729682723,2018-04-09,"1","Monday","AVE","CRIMINAL DAMAGE","57","14","RESIDENCE"
"9420",9459,2018-05-04 07:40:00,"030XX S PULASKI RD","1320","TO VEHICLE","No","No","1031","010","22",2018,41.837880307,-87.72437669,2018-05-04,"7","Friday","RD","CRIMINAL DAMAGE","30","14","STREET"
"9421",9460,2018-02-25 12:00:00,"046XX N SIMONDS DR","0820","$500 AND UNDER","No","No","1914","019","46",2018,41.96735854,-87.643756572,2018-02-25,"12","Sunday","DR","THEFT","3","06","STREET"
"9422",9461,2018-08-03 03:00:00,"050XX S WASHINGTON PARK CT","0910","AUTOMOBILE","No","No","0223","002","3",2018,41.802741802,-87.614987506,2018-08-03,"3","Friday","CT","MOTOR VEHICLE THEFT","38","07","STREET"
"9423",9462,2018-08-15 00:15:00,"083XX S ASHLAND AVE","0498","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY","Yes","Yes","0614","006","18",2018,41.742472288,-87.663239759,2018-08-15,"0","Wednesday","AVE","BATTERY","71","04B","STREET"
"9424",9463,2018-06-04 00:00:00,"061XX N HOYNE AVE","0890","FROM BUILDING","No","No","2413","024","40",2018,41.993593501,-87.682371044,2018-06-04,"0","Monday","AVE","THEFT","2","06","APARTMENT"
"9425",9464,2018-05-24 08:25:00,"086XX S WOOD ST","5111","GUN OFFENDER: ANNUAL REGISTRATION","Yes","No","0614","006","18",2018,41.736700905,-87.667945593,2018-05-24,"8","Thursday","ST","OTHER OFFENSE","71","26","RESIDENCE"
"9426",9465,2018-02-14 22:00:00,"087XX S BURLEY AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0424","004","7",2018,41.736732889,-87.545823622,2018-02-14,"22","Wednesday","AVE","BATTERY","46","08B","RESIDENCE"
"9427",9466,2018-09-19 22:03:00,"001XX N STATE ST","0620","UNLAWFUL ENTRY","No","No","0111","001","42",2018,41.883500187,-87.627876698,2018-09-19,"22","Wednesday","ST","BURGLARY","32","05","DEPARTMENT STORE"
"9428",9467,2018-04-10 17:55:00,"006XX N SPAULDING AVE","2014","MANU/DELIVER: HEROIN (WHITE)","Yes","No","1121","011","27",2018,41.892830572,-87.708913968,2018-04-10,"17","Tuesday","AVE","NARCOTICS","23","18","RESIDENTIAL YARD (FRONT/BACK)"
"9429",9468,2018-05-28 22:20:00,"008XX N LAMON AVE","1310","TO PROPERTY","No","No","1531","015","37",2018,41.896163599,-87.748285612,2018-05-28,"22","Monday","AVE","CRIMINAL DAMAGE","25","14","RESIDENCE"
"9430",9469,2018-05-05 12:00:00,"004XX E 69TH ST","0610","FORCIBLE ENTRY","No","No","0322","003","6",2018,41.769352514,-87.614619653,2018-05-05,"12","Saturday","ST","BURGLARY","69","05","RESIDENCE"
"9431",9470,2018-12-03 18:55:00,"016XX N DAMEN AVE","0810","OVER $500","No","No","1434","014","2",2018,41.911187178,-87.677481447,2018-12-03,"18","Monday","AVE","THEFT","24","06","STREET"
"9432",9471,2018-10-27 04:00:00,"040XX W VAN BUREN ST","031A","ARMED: HANDGUN","No","No","1132","011","28",2018,41.875250729,-87.726797963,2018-10-27,"4","Saturday","ST","ROBBERY","26","03","RESIDENTIAL YARD (FRONT/BACK)"
"9433",9472,2018-05-18 17:00:00,"008XX N LAKE SHORE DR","0820","$500 AND UNDER","No","No","1833","018","42",2018,41.897326608,-87.617388518,2018-05-18,"17","Friday","DR","THEFT","8","06","PARK PROPERTY"
"9434",9473,2018-11-21 16:30:00,"008XX W NORTH AVE","1320","TO VEHICLE","No","No","1822","018","2",2018,41.910914175,-87.648578343,2018-11-21,"16","Wednesday","AVE","CRIMINAL DAMAGE","8","14","STREET"
"9435",9474,2018-04-26 20:15:00,"030XX W 59TH ST","0560","SIMPLE","No","No","0824","008","16",2018,41.786318495,-87.699106046,2018-04-26,"20","Thursday","ST","ASSAULT","66","08A","SIDEWALK"
"9436",9475,2018-06-26 00:58:00,"042XX W CULLERTON ST","0560","SIMPLE","No","Yes","1012","010","24",2018,41.854327085,-87.730695678,2018-06-26,"0","Tuesday","ST","ASSAULT","29","08A","RESIDENTIAL YARD (FRONT/BACK)"
"9437",9476,2018-11-25 22:00:00,"038XX S DR MARTIN LUTHER KING JR DR","0820","$500 AND UNDER","No","No","0212","002","4",2018,41.824675709,-87.617013434,2018-11-25,"22","Sunday","DR","THEFT","35","06","CONVENIENCE STORE"
"9438",9477,2018-07-31 22:30:00,"0000X W 79TH ST","0820","$500 AND UNDER","No","No","0623","006","6",2018,41.750940757,-87.625185222,2018-07-31,"22","Tuesday","ST","THEFT","44","06","CTA STATION"
"9439",9478,2018-06-27 09:28:00,"005XX N STATE ST","1320","TO VEHICLE","No","No","1831","018","42",2018,41.89200307,-87.628076963,2018-06-27,"9","Wednesday","ST","CRIMINAL DAMAGE","8","14","PARKING LOT/GARAGE(NON.RESID.)"
